url,occid,has_image
https://cch2.org/portal/collections/individual/index.php?occid=710528,710528,Image present
https://cch2.org/portal/collections/individual/index.php?occid=712539,712539,Image present
https://cch2.org/portal/collections/individual/index.php?occid=712565,712565,Image present
https://cch2.org/portal/collections/individual/index.php?occid=715148,715148,Image present
https://cch2.org/portal/collections/individual/index.php?occid=734125,734125,Image present
https://cch2.org/portal/collections/individual/index.php?occid=753633,753633,Image present
https://cch2.org/portal/collections/individual/index.php?occid=764500,764500,Image present
https://cch2.org/portal/collections/individual/index.php?occid=765477,765477,Image present
https://cch2.org/portal/collections/individual/index.php?occid=79706,79706,No image
https://cch2.org/portal/collections/individual/index.php?occid=806147,806147,Image present
https://cch2.org/portal/collections/individual/index.php?occid=81912,81912,No image
https://cch2.org/portal/collections/individual/index.php?occid=824961,824961,Image present
https://cch2.org/portal/collections/individual/index.php?occid=83203,83203,No image
https://cch2.org/portal/collections/individual/index.php?occid=863673,863673,Image present
https://cch2.org/portal/collections/individual/index.php?occid=87291,87291,No image
https://cch2.org/portal/collections/individual/index.php?occid=884527,884527,Image present
https://cch2.org/portal/collections/individual/index.php?occid=89884,89884,No image
https://cch2.org/portal/collections/individual/index.php?occid=899090,899090,Image present
https://cch2.org/portal/collections/individual/index.php?occid=902357,902357,Image present
https://cch2.org/portal/collections/individual/index.php?occid=906238,906238,Image present
https://cch2.org/portal/collections/individual/index.php?occid=911273,911273,No image
https://cch2.org/portal/collections/individual/index.php?occid=911854,911854,Image present
https://cch2.org/portal/collections/individual/index.php?occid=91393,91393,No image
https://cch2.org/portal/collections/individual/index.php?occid=920878,920878,Image present
https://cch2.org/portal/collections/individual/index.php?occid=92110,92110,No image
https://cch2.org/portal/collections/individual/index.php?occid=929206,929206,Image present
https://cch2.org/portal/collections/individual/index.php?occid=929536,929536,Image present
https://cch2.org/portal/collections/individual/index.php?occid=935273,935273,Image present
https://cch2.org/portal/collections/individual/index.php?occid=936997,936997,Image present
https://cch2.org/portal/collections/individual/index.php?occid=942849,942849,Image present
https://cch2.org/portal/collections/individual/index.php?occid=947300,947300,Image present
https://cch2.org/portal/collections/individual/index.php?occid=95043,95043,No image
https://cch2.org/portal/collections/individual/index.php?occid=957317,957317,Image present
https://cch2.org/portal/collections/individual/index.php?occid=96130,96130,No image
https://cch2.org/portal/collections/individual/index.php?occid=963330,963330,Image present
https://cch2.org/portal/collections/individual/index.php?occid=970742,970742,Image present
https://cch2.org/portal/collections/individual/index.php?occid=971402,971402,Image present
https://cch2.org/portal/collections/individual/index.php?occid=977847,977847,Image present
https://cch2.org/portal/collections/individual/index.php?occid=978519,978519,No image
https://cch2.org/portal/collections/individual/index.php?occid=979589,979589,No image
https://cch2.org/portal/collections/individual/index.php?occid=981549,981549,Image present
