Reason,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309227,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297863,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,36937dc5-f915-11e2-9428-c94601350785,,2001-42,"Gil, Glenda; Hansen, Curtis J.",,,,,,,flower,,,,,,,,PRESENT,,,,,,,61434,,,,,,,,,,,,,,,,10/23/2001,,296,296,2001,10,23,10/23/2001,"ROADSIDE, FULL SUN, WATER SITE, WET SWAMPY SOIL, BY PUMP STATION GROWING WITH AGALINIS, BACCHARIS, EUPATORIUM, TAXODIUM, OENOTHERA, TEUCRINUM, CEPHALANTHUS AND SOLIDAGO.",,,,,,,,,,NORTH_AMERICA,,,,US,Alabama,Barbour,,"EUFAULA NATIONAL WILDLIFE REFUGE, 1.9 MI SE OF STATE HWY. 165, AND 0.4 NE OF U.S. HWY 431.",,190 ft.,,,,,,,31.97636,-85.077553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.377Z,58,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.377Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.1_1,Alabama,USA.1.3_1,Barbour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309231,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297865,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,3300dfd3-f915-11e2-9428-c94601350785,,171,"Gwaltney, John R.",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,35513,,,,,,,,,,,,,,,,5/8/1971,,128,128,1971,5,8,5/8/1971,ROADSIDE; FLOWERS YELLOW.,,,,,,,,,,,,,,US,Alabama,Dale,,4.0 MI. NORTH OF DOTHAN ON ROAD TO MIDLAND CITY (VICINITY OF NAPIER FIELD).,,,,,,,,,31.20515,-85.43505,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.376Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.376Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309232,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297866,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,77d4b945-bd32-4fce-9da8-476be4ef6d4c,AUA000038050,5504,"Hansen, Curtis J.",,,,,,,flower,,,,,,,,PRESENT,,,,,,,79246,,,,,,,,,,,,,,,,5/3/2012,,124,124,2012,5,3,5/3/2012,"OPEN, WEEDY COMMUNITY, SOMEWHAT OVER GROWN AND UNKEMPT.",,,,,,,,,,NORTH_AMERICA,,,,US,Alabama,Covington,,"SOLON DIXON FORESTRY EDUCATION CENTER, AT INTERSECTION OF US HWY 29 AND ROME RD, ON SW CORNER NEAR HUNTING LODGE. CA 1.6 MI E OF MAIN ENTRANCE ROAD TO THE SDFEC ON US HWY 29 (ROME ROAD 3).",,320 ft.,,,,,,,31.14156,-86.66907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.390Z,98,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.390Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.1_1,Alabama,USA.1.20_1,Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309245,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297867,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,2f8a6ee5-f915-11e2-9428-c94601350785,,3256,"Hansen, Curtis J.; Goertzen, Leslie R.",,,,,,,flower,,,,,,,,PRESENT,,,,,,,67670,,,,,,,,,,,,,,,,2/29/2008,,60,60,2008,2,29,2/29/2008,"GROWING IN AN OPEN FOOD PLOT, SURROUNDED BY LONG LEAF PINES. SHEET #2 OF 2.",,,,,,,,,,NORTH_AMERICA,,,,US,Alabama,Covington,,"SOLON DIXON FORESTRY EDUCATION CENTER, AT FOOD PLOT ON THE WAY TO BOG AREA SOUTH OF US 29.",,320 ft.,,,,,,,31.136389,-86.684722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.379Z,98,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.379Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.1_1,Alabama,USA.1.20_1,Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309241,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297868,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,3731ada2-f915-11e2-9428-c94601350785,,3256,"Hansen, Curtis J.; Goertzen, Leslie R.",,,,,,,sterile,,,,,,,,PRESENT,,,,,,,67669,,,,,,,,,,,,,,,,2/29/2008,,60,60,2008,2,29,2/29/2008,"GROWING IN AN OPEN FOOD PLOT, SURROUNDED BY LONG LEAF PINES. SHEET #1 OF 2.",,,,,,,,,,NORTH_AMERICA,,,,US,Alabama,Covington,,"SOLON DIXON FORESTRY EDUCATION CENTER, AT FOOD PLOT ON THE WAY TO BOG AREA SOUTH OF US 29.",,320 ft.,,,,,,,31.136389,-86.684722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.382Z,98,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.382Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.1_1,Alabama,USA.1.20_1,Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309247,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297869,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,34dd670d-f915-11e2-9428-c94601350785,,141,"Jacobs, Robert",,,,,,,sterile,,,,,,,,PRESENT,,,,,,,48212,,,,,,,,,,,,,,,,11/20/1980,,325,325,1980,11,20,11/20/1980,YELLOW FLOWER.,,,,,,,,,,,,,,US,Alabama,Barbour,,EUFAULA WILDLIFE REFUGE OFF U.S. HIGHWAY 431. EUFAULA.,,,,,,,,,32.02033,-85.09493,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.382Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.382Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309133,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297870,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,36907d5d-f915-11e2-9428-c94601350785,,398,"Jones, Jr., Samuel B.",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,9316,,,,,,,,,,,,,,,,4/2/1960,,93,93,1960,4,2,4/2/1960,PASTURE,,,,,,,,,,,,,,US,Alabama,Henry,,NEAR HEADLAND,,,,,,,,,31.35106,-85.34214,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.228Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.228Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309129,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297871,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,369079e5-f915-11e2-9428-c94601350785,,396,"Jones, Jr., Samuel B.",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,9314,,,,,,,,,,,,,,,,3/16/1960,,76,76,1960,3,16,3/16/1960,WEEDY,,,,,,,,,,,,,,US,Alabama,Baldwin,,SMALL GRAINS,,,,,,,,,30.76381,-87.71111,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.106Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.106Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309130,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297872,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,3187fd3a-f915-11e2-9428-c94601350785,,160,"Kapa, Milton",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,22580,,,,,,,,,,,,,,,,11/13/1971,,317,317,1971,11,13,11/13/1971,NEAR STATE TOXICOLOGY LAB.,,,,,,,,,,,,,,US,Alabama,Lee,,FIELD AT THE INTERSECTION OF ALA. HWY. 267 AND WIRE ROAD.,,,,,,,,,32.60572,-85.47794,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.226Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.226Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309136,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297873,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,36098678-f915-11e2-9428-c94601350785,,88443,"Kral, Robert",,,,,,,flower,,,,,,,,PRESENT,,,,,,,59278,,,,,,,,,,,,,,,,5/13/1999,,133,133,1999,5,13,5/13/1999,SANDY PEANUT FIELD ABOVE SHALLOW CLAY BASE POND. COR. PALE YELLOW.,,,,,,,,,,,,,,US,Alabama,Geneva,,"AL 123, CA 8 MI NE OF GENEVA.",,,,,,,,,31.121499,-85.667707,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.455Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.455Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309125,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297874,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,35bc90ef-f915-11e2-9428-c94601350785,,49676,"Kral, Robert",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,56249,,,,,,,,,,,,,,,,4/16/1973,,106,106,1973,4,16,4/16/1973,SANDY FIELD,,,,,,,,,,,,,,US,Alabama,Shelby,,HARPERSVILLE.,,,,,,,,,33.32502,-86.42626,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.108Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.108Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309123,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297875,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,337170ba-f915-11e2-9428-c94601350785,,,"Lahanas, P. N.",,,,,,,flower & fruit,,,,,,,,PRESENT,,,,,,,40031,,,,,,,,,,,,,,,,5/25/1982,,145,145,1982,5,25,5/25/1982,,,,,,,,,,,,,,,US,Alabama,Limestone,,BELLE MINA,,,,,,,,,34.65735,-86.88159,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.106Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.106Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3766309128,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://sernecportal.org/portal/collections/individual/index.php?occid=29297876,,,,fb00bc20-ee65-444c-b92f-2b36048d009b,,AUA,,,,PRESERVED_SPECIMEN,,,,31cd61d6-f915-11e2-9428-c94601350785,,,"Morris, J. E.",,,,,,,flower,,,,,,,,PRESENT,,,,,,,2441,,,,,,,,,,,,,,,,4/15/1922,,105,105,1922,4,15,4/15/1922,,,,,,,,,,,,,,,US,Alabama,Lee,,AUBURN,,,,,,,,,32.60572,-85.47794,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1357f50f-ae5c-4813-a8b2-5be49c604857,US,2026-01-06T18:53:51.108Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:53:51.108Z,2026-01-06T18:52:44.037Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
