from_path,to_path,filename,action
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469065.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062735.jpg,SD00062735.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469026.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062737.jpg,SD00062737.jpg,copy_keep_cch2_original
,,SD00062738.jpg,missing_occid_copy_469025.jpg
,,SD00062739.jpg,missing_occid_copy_469005.jpg
,,SD00062741.jpg,missing_occid_copy_468962.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468963.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062742.jpg,SD00062742.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468985.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062743.jpg,SD00062743.jpg,copy_keep_cch2_original
,,SD00062744.jpg,missing_occid_copy_468961.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468965.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062745.jpg,SD00062745.jpg,copy_keep_cch2_original
,,SD00062747.jpg,missing_occid_copy_469061.jpg
,,SD00062752.jpg,missing_occid_copy_469055.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468966.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062754.jpg,SD00062754.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469046.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062759.jpg,SD00062759.jpg,copy_keep_cch2_original
,,SD00062766.jpg,missing_occid_copy_469033.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469028.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062768.jpg,SD00062768.jpg,copy_keep_cch2_original
,,SD00062770.jpg,missing_occid_copy_469155.jpg
,,SD00062774.jpg,missing_occid_copy_469140.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469138.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062775.jpg,SD00062775.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469136.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062776.jpg,SD00062776.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469119.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062784.jpg,SD00062784.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468998.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062791.jpg,SD00062791.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468997.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062792.jpg,SD00062792.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468993.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062793.jpg,SD00062793.jpg,copy_keep_cch2_original
,,SD00062794.jpg,missing_occid_copy_468994.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469072.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062796.jpg,SD00062796.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468996.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062799.jpg,SD00062799.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/468988.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062800.jpg,SD00062800.jpg,copy_keep_cch2_original
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/469011.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062802.jpg,SD00062802.jpg,copy_keep_cch2_original
,,SD00083704.jpg,missing_occid_copy_5934188.jpg
/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/6014478.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00087803.jpg,SD00087803.jpg,copy_keep_cch2_original
/Volumes/Radishes/155TrainingSet/469021.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00061955.jpg,SD00061955.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/469135.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062557.jpg,SD00062557.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/3737681.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062562.jpg,SD00062562.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/468982.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062675.jpg,SD00062675.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/468962.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062741.jpg,SD00062741.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/468961.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062744.jpg,SD00062744.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/469055.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062752.jpg,SD00062752.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/469033.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062766.jpg,SD00062766.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/468994.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00062794.jpg,SD00062794.jpg,copy_keep_original
/Volumes/Radishes/155TrainingSet/5934188.jpg,/Volumes/Radishes/locally_imaged_herbarium_sheets/SD/SD00083704.jpg,SD00083704.jpg,copy_keep_original
