gbifID,catalogNumber,institutionCode,scientificName,image_url,dest_path,image_source
6249907465,105209394,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/E8BC7AA5-5DDF-4C37-9CB6-E5C2D6A29AAA.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6249907465.jpg,gbif_fresh_download
6249894436,105217289,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/F314EB40-991A-45A0-94C2-F95EE45007EE.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6249894436.jpg,gbif_fresh_download
6249868307,105183386,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/800B6ED5-EEFD-4A7F-A2DD-CC9FE4FEBB98.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6249868307.jpg,gbif_fresh_download
6194673568,105103050,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/A3215713-3649-4338-B4DF-A7723D7827DB.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194673568.jpg,gbif_fresh_download
6194672205,105102159,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/5BB095CF-9224-4F62-9986-9C0F79E098F3.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194672205.jpg,gbif_fresh_download
6194666145,105143426,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/0453C682-5624-4C42-B00C-EDDDDC1E47E3.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194666145.jpg,gbif_fresh_download
6194663429,105131732,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/250546BC-4060-479F-B2DA-113EBCEC657F.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194663429.jpg,gbif_fresh_download
6194660632,105108488,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/DEEBDB7D-9CEE-4419-A689-08C87E072B4C.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194660632.jpg,gbif_fresh_download
6194660520,105133590,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/E9DE0A30-ED08-4B5C-924C-4DD06A605CED.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194660520.jpg,gbif_fresh_download
6194659707,105101246,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/F7BFA80B-D0EE-4F8F-B4D2-B81C6B4A5DFD.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194659707.jpg,gbif_fresh_download
6194659483,105103973,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/08A27E2F-FCAD-46AF-B9CF-5ADA5D1BE213.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194659483.jpg,gbif_fresh_download
6194659018,105147149,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/F517226E-6EEE-496C-81E7-AF8AD7A4C774.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194659018.jpg,gbif_fresh_download
6194655696,105150822,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/5F293DBB-2008-4E42-BCC0-E21D36984D4F.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194655696.jpg,gbif_fresh_download
6194654721,105104876,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/C3771CCA-DF60-476E-9775-72DAE98389F3.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194654721.jpg,gbif_fresh_download
6194654644,105142507,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/69064B1B-A7B3-40F2-A60C-BFB149785567.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194654644.jpg,gbif_fresh_download
6194654400,105141611,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/489E3BB7-9B84-43A5-898F-76966B27D9EF.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194654400.jpg,gbif_fresh_download
6194650193,105114879,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/31C71D3F-D0FA-4966-934D-0E24FEDFCFAF.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194650193.jpg,gbif_fresh_download
6194649312,105149895,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/9D31F2C4-14FF-48F8-A8D0-BC37252F9621.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194649312.jpg,gbif_fresh_download
6194647262,105148052,MO,Raphanus raphanistrum L.,https://images.mobot.org/RISScanning02/detailImages/RISScanning02/103041000/C0DE7BED-08CF-482B-B563-31631918FBAC.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/6194647262.jpg,gbif_fresh_download
