gbifID,image_source,original_filename,scoring_filename,from_path,to_path,copied,copy_note
2270264087,cch2_original,304570.jpg,2270264087.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304570.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264087.jpg,TRUE,copied
2270267585,cch2_original,304571.jpg,2270267585.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304571.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270267585.jpg,TRUE,copied
2270262069,cch2_original,304574.jpg,2270262069.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304574.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270262069.jpg,TRUE,copied
2270264448,cch2_original,304577.jpg,2270264448.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304577.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264448.jpg,TRUE,copied
2270265961,cch2_original,304578.jpg,2270265961.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304578.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270265961.jpg,TRUE,copied
2270264617,cch2_original,304579.jpg,2270264617.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304579.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264617.jpg,TRUE,copied
2270263144,cch2_original,304582.jpg,2270263144.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304582.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270263144.jpg,TRUE,copied
2270266788,cch2_original,304590.jpg,2270266788.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304590.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270266788.jpg,TRUE,copied
2270264313,cch2_original,304591.jpg,2270264313.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304591.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264313.jpg,TRUE,copied
2270264671,cch2_original,304592.jpg,2270264671.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304592.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264671.jpg,TRUE,copied
2270268030,cch2_original,304593.jpg,2270268030.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304593.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270268030.jpg,TRUE,copied
2270264948,cch2_original,304594.jpg,2270264948.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304594.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264948.jpg,TRUE,copied
2270266164,cch2_original,304595.jpg,2270266164.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304595.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270266164.jpg,TRUE,copied
2270263927,cch2_original,304596.jpg,2270263927.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304596.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270263927.jpg,TRUE,copied
2270264335,cch2_original,304597.jpg,2270264335.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304597.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264335.jpg,TRUE,copied
2270265725,cch2_original,304598.jpg,2270265725.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304598.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270265725.jpg,TRUE,copied
2270264390,cch2_original,304600.jpg,2270264390.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304600.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264390.jpg,TRUE,copied
2270263400,cch2_original,304601.jpg,2270263400.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304601.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270263400.jpg,TRUE,copied
2270264164,cch2_original,304605.jpg,2270264164.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304605.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264164.jpg,TRUE,copied
2270262383,cch2_original,304606.jpg,2270262383.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304606.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270262383.jpg,TRUE,copied
2270264788,cch2_original,304608.jpg,2270264788.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/304608.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270264788.jpg,TRUE,copied
2270289608,cch2_original,330069.jpg,2270289608.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/330069.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270289608.jpg,TRUE,copied
2270291156,cch2_original,330070.jpg,2270291156.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/330070.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2270291156.jpg,TRUE,copied
2459174892,cch2_original,3590276.jpg,2459174892.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3590276.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2459174892.jpg,TRUE,copied
2432124765,cch2_original,3630484.jpg,2432124765.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3630484.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2432124765.jpg,TRUE,copied
2432122113,cch2_original,3641757.jpg,2432122113.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3641757.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2432122113.jpg,TRUE,copied
2982076058,cch2_original,3669165.jpg,2982076058.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3669165.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2982076058.jpg,TRUE,copied
2459759901,cch2_original,3726377.jpg,2459759901.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3726377.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2459759901.jpg,TRUE,copied
2382621038,cch2_original,374522.jpg,2382621038.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/374522.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382621038.jpg,TRUE,copied
3125267791,cch2_original,3751457.jpg,3125267791.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/3751457.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/3125267791.jpg,TRUE,copied
2382622178,cch2_original,375689.jpg,2382622178.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375689.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622178.jpg,TRUE,copied
2382622111,cch2_original,375690.jpg,2382622111.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375690.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622111.jpg,TRUE,copied
2382622064,cch2_original,375691.jpg,2382622064.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375691.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622064.jpg,TRUE,copied
2382621820,cch2_original,375692.jpg,2382621820.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375692.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382621820.jpg,TRUE,copied
2382622210,cch2_original,375694.jpg,2382622210.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375694.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622210.jpg,TRUE,copied
2382621988,cch2_original,375695.jpg,2382621988.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375695.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382621988.jpg,TRUE,copied
2382622440,cch2_original,375700.jpg,2382622440.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375700.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622440.jpg,TRUE,copied
2382622147,cch2_original,375701.jpg,2382622147.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375701.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622147.jpg,TRUE,copied
2382622100,cch2_original,375702.jpg,2382622100.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375702.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622100.jpg,TRUE,copied
2382622216,cch2_original,375708.jpg,2382622216.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375708.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622216.jpg,TRUE,copied
2382622312,cch2_original,375714.jpg,2382622312.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375714.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622312.jpg,TRUE,copied
2382622091,cch2_original,375726.jpg,2382622091.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/375726.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622091.jpg,TRUE,copied
2382622639,cch2_original,376201.jpg,2382622639.jpg,/Volumes/Radishes/OG_CCH2_phenology_scored_specimen_images/376201.jpg,/Volumes/Radishes/GBIF_2026_update_scoring_images/2382622639.jpg,TRUE,copied
